0.01
4343
-82.462735	-94.684609	74.486886
90.112053	13.029853	-23.839831
-8.147291	-41.701819	77.181988
-17.644586	-88.934660	78.869484
-57.573203	-54.795048	16.886320
-53.617138	-15.502092	88.386468
35.280396	-77.347782	57.091286
-35.908542	35.109394	-92.560482
12.366661	69.703897	-13.019273
-98.426323	70.794933	37.349491
-7.011080	-3.924255	53.469769
-9.999331	-96.963546	8.648077
-15.594278	29.574991	-19.777028
34.464466	-78.295131	16.824436
77.838932	28.527056	-30.753904
31.986000	-34.307244	73.063646
75.428728	88.457013	-81.934041
32.461091	-61.876859	88.848600
42.594006	-46.431746	41.419177
76.739777	74.227828	98.503785
-33.027244	-51.440441	-10.955769
-24.438776	-91.514557	-8.604761
24.088692	26.004048	65.405785
-73.452709	-94.445543	73.501726
-49.814785	53.194739	-40.724536
98.605556	-40.983826	-22.671304
-36.345319	69.611056	-20.368917
66.811167	6.881552	68.128517
33.665846	4.689340	72.165858
-94.442814	13.489456	-99.019121
13.547148	28.355504	98.743017
-28.679816	-28.350298	12.306140
-61.039752	36.629629	57.893469
-73.721832	78.739916	24.784538
-84.937886	-41.874794	45.821319
12.822719	72.536945	69.027405
23.274631	70.227927	30.517994
-80.049146	-3.915372	7.641143
34.174573	77.375355	-30.134586
-51.449599	-38.775893	44.343214
28.814100	37.215410	-15.610554
-29.520153	-71.530292	69.717779
77.431989	-13.873763	8.806285
-98.671409	-14.099541	-81.056036
-35.429472	-96.600453	-16.732707
43.325883	62.475912	89.181198
-97.915093	32.408457	-6.268770
73.537230	-51.508439	-58.074575
81.644486	36.402167	51.663467
32.339270	88.414848	-11.748558
-49.950005	-20.305919	-71.333899
-90.420603	69.060731	42.492234
62.475816	-3.117823	-71.734485
32.880088	70.621661	97.778068
57.395240	38.859493	-73.372639
-74.548457	-24.525903	-44.283468
-90.507477	-76.422852	55.139329
-6.770156	-45.899347	55.769502
-24.084082	49.735568	2.105081
-47.981142	-16.704556	-27.686178
74.131520	78.843207	24.888519
68.884246	59.479214	-8.914493
-7.063777	-85.270326	35.552094
-44.926525	79.266413	59.622892
8.255966	-87.095911	22.128450
-11.142492	62.439876	7.323347
-41.054511	-28.526654	81.037983
35.171272	-37.581813	53.551178
-18.749672	-64.336530	74.605377
-13.278024	82.390459	-65.872671
-13.132932	-76.731360	85.286530
12.182496	-66.439321	-79.780170
76.696301	-31.901480	95.606524
-63.750574	54.127925	16.422678
-18.756473	-71.708431	76.949915
69.316048	-67.539520	-88.669201
-95.994976	47.937399	-26.929529
-47.343091	37.790753	87.377500
5.542666	-20.725902	63.020649
-63.967173	-21.486785	-92.641312
-97.731542	-32.196373	-19.556999
-10.103062	5.358315	11.535266
-53.902880	-79.843122	11.609021
11.054516	-40.038272	68.779318
-98.084709	-45.639014	-62.094579
17.793435	66.186272	60.475602
61.211975	-15.872513	42.267664
-22.562273	-5.390094	1.666062
37.895517	64.618522	16.056921
-82.848366	37.185102	-5.910770
35.442632	-72.942437	49.825256
28.213599	81.860003	63.010162
66.687568	74.548653	99.510769
54.938555	-13.082164	12.095383
-94.136052	-89.125687	27.017045
-57.082695	-0.876609	-10.216810
-93.995172	-32.530207	34.087200
-86.701955	1.218571	-36.629939
-61.429938	-43.121514	72.866846
82.280949	-86.704869	1.500182
-12.417774	71.411967	24.758599
93.608954	66.148514	54.207475
-94.703023	-89.754884	36.224883
34.217180	-33.934251	77.042303
53.684013	-14.553925	63.477497
-85.976119	-55.489213	35.004123
-6.711503	-64.199426	4.771523
44.748424	75.190989	41.073069
-84.401087	85.986070	-51.096071
40.337742	28.328811	30.004700
88.348065	80.588123	-28.043631
-66.804401	68.433531	3.541592
89.109968	72.804507	-32.956102
-57.190603	39.130137	42.338773
1.864640	-20.426250	13.535509
-2.903166	2.693012	9.657450
2.446360	-3.607786	-78.743157
64.539862	20.846869	-48.123430
89.335238	-49.713325	-31.126911
